10,5
11,1
12,7
13,3
14,14
15,5
16,2
17,4
18,15
19,46
20,6
21,3
22,1
23,2
24,8
25,1
26,2
27,5
28,5
29,23
30,19
31,69
32,4
33,20
34,5
35,19
36,28
37,57
38,20
39,3
40,24
41,24
42,15
43,3
44,33
45,6
46,17
47,27
48,57
49,15
50,3
51,33
52,1
53,5
54,26
55,1
56,43
57,58
58,78
59,67
60,25
61,4
62,16
63,40
64,28
65,41
66,35
67,21
68,20
70,1
71,2
72,1
75,2
77,1
139,1
101,1
